gender,age,married,number_of_dependents,latitude,longitude,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,has_refunded,has_extra_data_charges,total_long_distance_charges,total_revenue,customer_status
Female,"(25, 35]",Yes,1+,39.34128,-120.786867,2+,58,Offer B,Yes,17.21,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.3,1160.75,Yes,No,998.18,2133.36,Stayed
Male,"(25, 35]",No,0,33.755039,-116.741796,0,25,Offer C,Yes,29.38,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.75,499.4,No,No,734.5,1233.9,Stayed
Male,"(55, 65]",Yes,1+,38.129308,-122.834815,1,24,Offer C,Yes,7.37,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.2,609.05,No,No,176.88,785.93,Stayed
Female,"(18, 25]",No,0,37.885629,-122.46858,0,6,Offer E,Yes,34.42,Yes,Yes,Fiber Optic,42.0,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.75,552.65,No,Yes,206.52,819.17,Stayed
Male,"(45, 55]",Yes,1+,33.752524,-118.210737,1,15,Offer D,Yes,8.44,No,Yes,Cable,21.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,69.5,1071.4,No,No,126.6,1198.0,Stayed
Male,"(25, 35]",No,0,38.805481,-120.13287,0,26,Offer C,Yes,37.59,Yes,Yes,Fiber Optic,8.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,92.4,2349.8,No,No,977.34,3327.14,Stayed
Male,"(45, 55]",No,1+,34.132275,-117.611478,0,16,Offer D,Yes,13.99,Yes,Yes,DSL,18.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.1,1083.7,No,No,223.84,1307.54,Stayed
Female,"(35, 45]",Yes,1+,34.085807,-118.206617,2+,10,Offer D,Yes,26.37,Yes,Yes,Cable,26.0,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,70.3,676.15,No,No,263.7,939.85,Stayed
Male,"(55, 65]",No,1+,37.509366,-122.306132,0,21,Offer D,Yes,19.57,No,Yes,DSL,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.65,985.05,No,No,410.97,1396.02,Stayed
Female,"(45, 55]",Yes,1+,37.238758,-121.828375,2+,67,Offer A,Yes,43.01,Yes,Yes,Cable,16.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,74.0,4868.4,No,No,2881.67,7750.07,Stayed
Male,"(18, 25]",Yes,1+,34.266389,-118.459744,2+,19,Offer D,No,25.584371102988605,No,Yes,Cable,52.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,34.95,610.2,No,No,0.0,610.2,Stayed
Male,"(35, 45]",Yes,1+,38.542532,-121.378826,2+,40,Offer B,Yes,27.95,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.25,1006.9,Yes,No,1118.0,2080.39,Stayed
Female,"(55, 65]",Yes,0,38.517295,-121.439819,1,16,Offer D,Yes,37.83,Yes,Yes,Cable,26.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.0,1534.75,No,No,605.28,2140.03,Churned
Male,"(25, 35]",Yes,0,34.093781,-118.381061,2+,57,Offer B,No,25.584371102988605,Yes,Yes,DSL,69.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,57.5,3265.95,No,Yes,0.0,3415.95,Stayed
Male,"(35, 45]",Yes,0,41.232128,-123.194748,2+,41,Offer B,Yes,39.39,Yes,Yes,Fiber Optic,3.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,3439.0,Yes,No,1614.99,5051.81,Stayed
Female,"(18, 25]",No,0,33.82769,-117.102244,0,28,Offer C,Yes,28.42,No,Yes,DSL,48.0,Yes,No,No,Yes,No,No,No,No,One Year,No,Credit Card,54.3,1546.3,No,Yes,795.76,2492.06,Stayed
Female,"(35, 45]",Yes,1+,37.316146,-121.936285,2+,70,Offer A,Yes,8.36,Yes,Yes,DSL,19.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,79.7,5743.3,No,No,585.2,6328.5,Stayed
Male,"(45, 55]",No,1+,34.667815,-117.536183,0,21,Offer D,Yes,31.26,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,24.7,467.15,No,No,656.46,1123.61,Stayed
Female,"(45, 55]",No,0,37.901371,-122.572024,0,36,Offer C,Yes,41.33,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.55,620.75,No,No,1487.88,2108.63,Stayed
Female,"(45, 55]",Yes,0,37.287758,-119.548156,2+,70,Offer A,Yes,19.1,No,Yes,DSL,21.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,74.1,5222.3,No,No,1337.0,6559.3,Stayed
Male,"(65, 100]",No,0,32.827184,-116.703729,0,8,Offer E,Yes,1.78,No,Yes,Fiber Optic,7.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.5,606.55,No,No,14.24,620.79,Churned
Female,"(25, 35]",No,0,39.492046,-123.375818,0,56,Offer B,Yes,30.86,No,Yes,DSL,22.0,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,60.25,3282.75,No,No,1728.16,5010.91,Stayed
Male,"(35, 45]",No,0,34.17847,-118.459472,0,1,Offer E,Yes,27.89,No,Yes,Fiber Optic,20.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.05,70.05,No,No,27.89,97.94,Churned
Male,"(35, 45]",Yes,0,33.844983,-117.952151,2+,4,Offer E,Yes,28.47,No,Yes,Fiber Optic,5.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,70.5,294.2,No,Yes,113.88,418.08,Stayed
Male,"(55, 65]",Yes,1+,38.240419,-121.587535,2+,63,Offer B,Yes,30.1,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,19.15,1177.05,No,No,1896.3,3073.35,Stayed
Male,"(25, 35]",Yes,0,34.008293,-118.346766,1,68,Offer A,Yes,11.12,Yes,Yes,Cable,10.0,No,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,70.8,4859.95,No,No,756.16,5616.11,Stayed
Female,"(65, 100]",No,0,36.739385,-119.753649,0,15,Offer D,Yes,19.11,No,Yes,Fiber Optic,8.0,Yes,No,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit Card,96.3,1426.75,No,Yes,286.65,1863.4,Churned
Female,"(35, 45]",Yes,0,35.214982,-118.59049,2+,43,Offer B,Yes,41.83,Yes,Yes,Fiber Optic,15.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.45,3398.9,No,No,1798.69,5197.59,Stayed
Male,"(45, 55]",Yes,1+,37.612612,-121.108568,1,1,Offer E,Yes,8.03,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.95,19.95,No,No,8.03,27.98,Churned
Male,"(35, 45]",No,0,33.782068,-118.262263,0,35,Offer C,Yes,49.13,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,26.2,954.9,No,No,1719.55,2674.45,Stayed
Male,"(45, 55]",No,1+,34.15136,-118.364786,0,60,Offer B,Yes,16.59,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.95,1189.9,No,No,995.4,2185.3,Stayed
Female,"(45, 55]",No,0,34.079934,-118.046695,0,71,Offer A,Yes,49.52,Yes,Yes,Fiber Optic,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,111.3,7985.9,No,No,3515.92,11501.82,Stayed
Female,"(35, 45]",Yes,1+,33.841027,-118.078097,2+,71,Offer A,Yes,41.71,Yes,Yes,Cable,20.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.55,6239.05,No,No,2961.41,9200.46,Stayed
Male,"(65, 100]",No,0,35.846067,-119.004073,0,24,Offer C,Yes,31.73,No,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,70.0,1732.6,No,Yes,761.52,2634.12,Stayed
Male,"(18, 25]",No,0,32.726627,-116.994608,0,23,Offer D,Yes,41.94,No,Yes,Fiber Optic,30.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.95,2292.75,No,No,964.62,3257.37,Stayed
Male,"(18, 25]",Yes,1+,34.119363,-117.855059,2+,72,Offer A,No,25.584371102988605,Yes,Yes,DSL,82.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,38.5,2763.0,No,No,0.0,2763.0,Stayed
Female,"(55, 65]",Yes,0,34.183286,-117.221722,1,70,Offer A,Yes,42.67,Yes,Yes,DSL,24.0,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,65.3,4759.75,No,No,2986.9,7746.65,Churned
Male,"(65, 100]",Yes,0,39.69676,-121.644379,1,72,Offer A,Yes,17.71,Yes,Yes,Fiber Optic,4.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.55,7920.7,No,No,1275.12,9195.82,Stayed
Female,"(55, 65]",Yes,0,37.800254,-122.436975,1,3,Offer E,Yes,44.34,Yes,Yes,Fiber Optic,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.85,256.6,No,No,133.02,389.62,Churned
Male,"(45, 55]",Yes,1+,32.807867,-117.060993,2+,72,Offer A,Yes,17.3,Yes,Yes,Fiber Optic,14.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,112.6,8126.65,No,No,1245.6,9372.25,Stayed
Male,"(45, 55]",No,0,34.361387,-117.337509,0,34,Offer C,Yes,20.47,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,26.1,980.35,No,No,695.98,1676.33,Stayed
Male,"(18, 25]",No,0,41.082472,-121.195215,0,24,Offer C,Yes,38.68,No,Yes,DSL,73.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.7,1167.8,No,No,928.32,2096.12,Stayed
Female,"(25, 35]",No,0,32.886925,-117.152162,0,37,Offer C,Yes,3.27,No,Yes,Cable,71.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,64.75,2345.2,No,No,120.99,2466.19,Churned
Female,"(18, 25]",Yes,0,38.033219,-121.297433,2+,32,Offer C,Yes,19.3,No,Yes,Fiber Optic,47.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,2324.7,No,No,617.6,2942.3,Stayed
Male,"(55, 65]",No,0,37.349546,-122.134356,0,26,Offer C,Yes,29.88,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.3,504.2,Yes,No,776.88,1271.59,Stayed
Female,"(18, 25]",Yes,0,41.083464,-121.107929,1,22,Offer D,Yes,35.04,No,Yes,DSL,76.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,69.5,1498.2,Yes,No,770.88,2219.51,Churned
Female,"(25, 35]",Yes,1+,37.924014,-122.511694,2+,43,Offer B,Yes,5.25,Yes,Yes,Fiber Optic,59.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.3,4209.95,No,No,225.75,4435.7,Stayed
Female,"(55, 65]",No,0,37.089111,-122.062213,0,17,Offer D,Yes,30.07,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4,358.05,No,No,511.19,869.24,Stayed
Male,"(65, 100]",Yes,0,34.137411,-118.328915,2+,71,Offer A,No,25.584371102988605,Yes,Yes,Cable,28.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,52.3,3765.05,No,Yes,0.0,3805.05,Stayed
Female,"(45, 55]",No,0,34.037037,-118.705803,0,7,Offer E,Yes,15.54,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.65,155.9,No,No,108.78,264.68,Stayed
Female,"(25, 35]",Yes,1+,37.750822,-121.238423,2+,22,Offer D,Yes,49.51,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.9,400.3,No,No,1089.22,1489.52,Stayed
Male,"(55, 65]",Yes,0,38.735789,-119.85798,2+,68,Offer A,Yes,11.94,No,Yes,DSL,3.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,70.95,4741.45,No,No,811.92,5553.37,Stayed
Male,"(65, 100]",Yes,0,34.110444,-118.156957,1,32,Offer C,Yes,49.6,Yes,Yes,Fiber Optic,10.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.3,2661.1,No,No,1587.2,4248.3,Churned
Female,"(18, 25]",Yes,0,34.103578,-117.04054,2+,55,Offer B,Yes,23.45,Yes,Yes,Fiber Optic,53.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,77.75,4266.4,No,No,1289.75,5556.15,Stayed
Female,"(65, 100]",Yes,0,34.238208,-118.55029,1,47,Offer B,Yes,46.77,Yes,Yes,DSL,24.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,67.45,3252.0,No,No,2198.19,5450.19,Stayed
Male,"(45, 55]",No,0,37.736535,-122.45732,0,3,Offer E,No,25.584371102988605,No,Yes,Cable,3.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.6,79.45,No,No,0.0,79.45,Churned
Female,"(18, 25]",No,0,40.170357,-123.417298,0,15,Offer D,Yes,20.03,No,Yes,Fiber Optic,59.0,Yes,No,No,No,Yes,No,Yes,No,Month-to-Month,No,Bank Withdrawal,86.2,1270.2,No,Yes,300.45,1670.65,Churned
Female,"(45, 55]",Yes,1+,34.239636,-118.245259,2+,55,Offer B,Yes,20.1,Yes,Yes,Fiber Optic,19.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.1,4600.95,Yes,No,1105.5,5692.15,Stayed
Female,"(35, 45]",Yes,1+,39.094102,-123.500853,2+,72,Offer A,Yes,12.84,Yes,Yes,DSL,22.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,83.6,5959.3,No,No,924.48,6883.78,Stayed
Female,"(45, 55]",Yes,1+,34.035849,-118.503508,2+,49,Offer B,Yes,27.38,Yes,Yes,Fiber Optic,57.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.35,4889.2,No,No,1341.62,6230.82,Stayed
Male,"(25, 35]",No,0,33.674583,-114.71612,0,7,Offer E,Yes,9.43,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.45,165.35,No,No,66.01,231.36,Stayed
Female,"(18, 25]",Yes,0,37.331762,-122.341444,2+,47,Offer B,Yes,11.68,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,26.9,1250.85,No,No,548.96,1799.81,Stayed
Male,"(55, 65]",Yes,1+,37.556634,-122.317723,0,12,Offer D,Yes,26.17,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.0,269.65,No,No,314.04,583.69,Stayed
Female,"(45, 55]",No,0,38.581354,-122.296283,0,33,Offer C,Yes,20.29,Yes,Yes,Fiber Optic,30.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,83.35,2757.85,No,Yes,669.57,3467.42,Churned
Male,"(18, 25]",Yes,0,37.648647,-119.231447,0,34,Offer C,No,25.584371102988605,No,Yes,DSL,42.0,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,30.4,938.65,No,No,0.0,938.65,Stayed
Male,"(65, 100]",No,0,39.440687,-121.263583,0,1,Offer E,Yes,11.08,Yes,Yes,Fiber Optic,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,74.4,No,No,11.08,85.48,Churned
Male,"(35, 45]",Yes,1+,34.122501,-117.320138,2+,63,Offer B,Yes,40.73,Yes,Yes,Fiber Optic,76.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.8,6597.25,No,No,2565.99,9163.24,Stayed
Female,"(18, 25]",Yes,0,38.432145,-120.77069,2+,20,Offer D,Yes,19.15,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.0,416.45,No,No,383.0,799.45,Stayed
Female,"(55, 65]",No,0,33.988543,-118.334081,0,47,Offer B,Yes,45.67,Yes,Yes,DSL,3.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,74.05,3496.3,No,No,2146.49,5642.79,Stayed
Male,"(35, 45]",Yes,1+,35.478736,-115.516984,2+,68,Offer A,Yes,36.51,No,Yes,DSL,24.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,62.65,4375.8,No,No,2482.68,6858.48,Stayed
Female,"(55, 65]",Yes,0,38.044523,-121.348048,1,29,Offer C,Yes,22.33,Yes,Yes,Fiber Optic,6.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.05,2952.85,No,No,647.57,3600.42,Churned
Female,"(25, 35]",Yes,1+,35.511833,-120.918713,2+,64,Offer B,No,25.584371102988605,Yes,Yes,DSL,59.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,49.85,3210.35,No,No,0.0,3210.35,Stayed
Female,"(35, 45]",Yes,0,34.130992,-118.894673,0,12,Offer D,Yes,30.79,No,Yes,DSL,4.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.9,505.95,No,No,369.48,875.43,Stayed
Male,"(35, 45]",Yes,1+,40.913192,-123.06597,2+,53,Offer B,Yes,3.78,Yes,Yes,Fiber Optic,27.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.25,5576.3,No,No,200.34,5776.64,Stayed
Female,"(35, 45]",No,0,38.400264,-120.641274,0,24,Offer C,Yes,25.81,Yes,Yes,Fiber Optic,3.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.35,1938.05,No,No,619.44,2557.49,Stayed
Female,"(18, 25]",Yes,1+,32.948262,-117.256086,2+,72,Offer A,Yes,45.66,Yes,Yes,DSL,47.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,90.95,6652.45,No,No,3287.52,9939.97,Stayed
Male,"(55, 65]",Yes,1+,38.517295,-121.439819,0,66,Offer A,Yes,29.5,No,Yes,DSL,76.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,75.1,5013.0,No,No,1947.0,6960.0,Stayed
Female,"(35, 45]",No,0,36.623632,-119.741322,0,42,Offer B,Yes,8.71,No,Yes,DSL,23.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,2077.95,No,No,365.82,2443.77,Stayed
Male,"(25, 35]",Yes,1+,33.507255,-117.029473,1,58,Offer B,Yes,43.75,Yes,Yes,Fiber Optic,69.0,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,94.7,5430.35,No,No,2537.5,7967.85,Stayed
Male,"(55, 65]",No,0,34.402343,-119.094824,0,65,Offer B,Yes,9.36,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,109.15,6941.2,No,Yes,608.4,7689.6,Churned
Female,"(25, 35]",No,1+,37.255479,-121.889838,0,46,Offer B,Yes,4.08,Yes,Yes,Fiber Optic,59.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,3958.85,No,No,187.68,4146.53,Stayed
Male,"(45, 55]",No,0,37.708327,-122.083473,0,45,Offer B,Yes,40.59,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,18.85,867.3,No,No,1826.55,2693.85,Stayed
Female,"(55, 65]",Yes,1+,36.917652,-119.593757,2+,61,Offer B,Yes,34.84,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.2,1445.2,No,No,2125.24,3570.44,Stayed
Male,"(35, 45]",Yes,1+,33.744439,-117.98588,2+,72,Offer A,Yes,33.01,Yes,Yes,Fiber Optic,51.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.3,7966.9,No,No,2376.72,10343.62,Stayed
Male,"(25, 35]",No,0,32.85723,-117.209774,0,10,Offer D,Yes,49.58,No,Yes,DSL,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.85,435.4,No,No,495.8,931.2,Churned
Male,"(18, 25]",No,0,34.003243,-117.138286,0,1,Offer E,Yes,47.22,No,Yes,Cable,53.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.0,55.0,No,No,47.22,102.22,Churned
Male,"(45, 55]",No,0,32.762506,-117.07245,0,18,Offer D,Yes,26.84,No,Yes,Fiber Optic,20.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-1.0,1373.05,Yes,No,483.12,1840.6,Stayed
Male,"(18, 25]",Yes,0,41.465121,-122.380947,2+,51,Offer B,Yes,39.32,Yes,Yes,Fiber Optic,76.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.55,5720.35,No,No,2005.32,7725.67,Stayed
Female,"(45, 55]",No,0,33.713891,-116.237257,0,8,Offer E,Yes,29.66,Yes,Yes,Fiber Optic,12.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.65,778.1,No,No,237.28,1015.38,Churned
Female,"(18, 25]",Yes,0,37.897753,-122.279391,2+,57,Offer B,Yes,6.63,Yes,Yes,Cable,27.0,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,74.6,4368.95,No,No,377.91,4746.86,Stayed
Male,"(35, 45]",No,0,38.733714,-120.795213,0,10,Offer D,Yes,46.33,No,Yes,Fiber Optic,26.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,98.9,1064.95,No,No,463.3,1528.25,Stayed
Female,"(65, 100]",No,0,34.102084,-118.451629,0,35,Offer C,Yes,31.64,Yes,Yes,Fiber Optic,7.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.05,3554.6,No,No,1107.4,4662.0,Stayed
Male,"(18, 25]",No,0,34.042286,-117.756106,0,9,Offer E,Yes,38.65,No,Yes,DSL,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.4,348.15,No,No,347.85,696.0,Stayed
Female,"(35, 45]",Yes,0,38.112166,-122.634384,2+,24,Offer C,Yes,35.86,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.4,482.8,No,No,860.64,1343.44,Stayed
Female,"(25, 35]",No,0,33.678591,-117.905471,0,35,Offer C,Yes,8.8,Yes,Yes,Cable,46.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,85.95,3110.1,No,No,308.0,3418.1,Churned
Female,"(45, 55]",No,0,33.03933,-115.191857,0,27,Offer C,Yes,35.17,Yes,Yes,Fiber Optic,24.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,2595.25,No,No,949.59,3544.84,Stayed
Female,"(65, 100]",Yes,0,33.738543,-117.785046,2+,70,Offer A,Yes,39.34,Yes,Yes,Fiber Optic,13.0,No,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,104.45,7349.35,No,No,2753.8,10103.15,Stayed
Female,"(35, 45]",No,0,32.741499,-117.127409,0,10,Offer D,Yes,12.96,No,Yes,DSL,29.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.25,583.0,No,No,129.6,712.6,Stayed
Male,"(65, 100]",Yes,0,34.457829,-116.139589,2+,55,Offer B,Yes,9.08,Yes,Yes,Cable,23.0,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,60.0,3316.1,No,No,499.4,3815.5,Stayed
Male,"(25, 35]",No,0,38.047746,-121.030499,0,31,Offer C,No,25.584371102988605,No,Yes,DSL,5.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,50.05,1523.4,No,No,0.0,1523.4,Stayed
Male,"(65, 100]",No,0,33.976753,-117.897367,0,13,Offer D,Yes,32.68,Yes,Yes,Cable,11.0,No,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,106.9,1364.3,No,Yes,424.84,1799.14,Churned
Male,"(45, 55]",Yes,1+,34.177267,-118.31003,1,64,Offer B,Yes,13.73,Yes,Yes,Fiber Optic,12.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,109.2,6741.15,Yes,No,878.72,7602.57,Stayed
Female,"(55, 65]",Yes,0,37.285677,-122.224165,2+,71,Offer A,Yes,33.0,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.45,1681.6,No,No,2343.0,4024.6,Stayed
Female,"(55, 65]",Yes,1+,37.672906,-120.946594,2+,66,Offer A,Yes,20.11,Yes,Yes,Fiber Optic,25.0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,109.25,7082.5,No,Yes,1327.26,8489.76,Stayed
Female,"(35, 45]",Yes,1+,33.653338,-117.178271,2+,52,Offer B,Yes,9.87,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.35,1031.7,No,No,513.24,1544.94,Stayed
Female,"(65, 100]",Yes,0,41.081847,-122.700545,1,14,Offer D,Yes,47.01,Yes,Yes,Fiber Optic,19.0,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,1369.8,No,No,658.14,2027.94,Churned
Female,"(35, 45]",Yes,0,37.023669,-121.946461,2+,57,Offer B,No,25.584371102988605,Yes,Yes,DSL,14.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.9,2782.4,No,No,0.0,2782.4,Stayed
